Customer,Risk,Amount
Instituition,High,372815
Corporation,High,216814
Individual,High,269790
Corporation,High,347877
SME,Low,245165
Corporation,Medium,204731
Corporation,High,321328
Instituition,Low,368893
Corporation,Medium,520522
Corporation,Medium,592379
Corporation,High,395711
Instituition,Medium,576477
SME,High,524646
SME,Medium,206165
Individual,High,280401
Instituition,High,460359
Corporation,Medium,105919
SME,Low,166856
Instituition,Medium,293317
Corporation,Medium,294414
SME,High,578567
SME,High,200870
Individual,Low,53067
Individual,Low,491522
Individual,Low,120665
Instituition,Low,394345
Individual,Low,157888
SME,Medium,62820
Corporation,Medium,153619
SME,High,525189
Instituition,Low,452292
Instituition,Low,500968
Instituition,Low,570780
Individual,Low,280413
Instituition,Medium,559112
Instituition,Medium,521305
SME,Low,436644
SME,Low,412189
Instituition,Low,195989
Individual,Medium,374868
SME,Medium,370718
Instituition,High,121228
SME,High,508090
Individual,Low,219528
Individual,Medium,455571
SME,Medium,510718
Corporation,Low,504924
Individual,High,386154
Corporation,Low,95549
Instituition,Low,111773
Corporation,Medium,205078
SME,Low,76395
Corporation,Medium,231146
Corporation,Medium,407527
Instituition,Low,33266
Corporation,High,547678
Instituition,Medium,561487
Instituition,High,208043
Individual,Medium,516466
SME,Medium,96016
Instituition,Low,253151
SME,Medium,195742
Individual,Low,599236
Instituition,Low,392031
Corporation,Medium,447104
Instituition,Low,471736
Individual,Medium,589449
Corporation,High,597342
SME,Medium,263889
Instituition,Medium,415571
Individual,Low,484928
Individual,Low,114328
Instituition,Low,320617
SME,Medium,103727
Individual,High,223477
Individual,Low,248937
Instituition,Medium,51199
Instituition,High,571307
SME,Medium,218603
Instituition,Low,386043
Instituition,Medium,308284
Instituition,High,318848
Individual,High,409543
SME,Medium,152904
Instituition,Low,461218
Instituition,Low,475263
Individual,High,566186
Individual,High,33931
Instituition,Low,574586
Instituition,Medium,261772
SME,Low,200690
Individual,High,525793
Instituition,Low,564830
Individual,Low,228013
Individual,High,274168
Corporation,Low,179640
Corporation,Medium,424209
Corporation,Medium,436607
Instituition,Low,456232
Instituition,High,144455
Individual,Low,106972
SME,High,321167
Individual,Medium,183543
Instituition,Medium,555102
Instituition,Medium,405281
Instituition,High,380336
Individual,Medium,448493
Individual,High,201273
Instituition,Medium,420231
Instituition,Medium,182416
SME,Low,515582
SME,Medium,281664
Instituition,High,388742
Corporation,Low,499570
Instituition,Low,565450
Corporation,High,163678
Instituition,Medium,343147
SME,Low,406427
Instituition,High,52774
Instituition,High,284692
Corporation,High,525816
Instituition,High,582341
Corporation,Medium,519814
Corporation,Medium,346278
SME,Low,358024
Individual,Medium,550950
Instituition,Low,201019
SME,Low,185161
SME,Medium,212826
Instituition,High,36632
Instituition,High,520303
Corporation,Low,114063
Individual,High,345015
Instituition,Medium,198904
SME,High,406745
Individual,Low,481790
SME,High,492408
SME,Low,100345
SME,High,490471
Corporation,Low,461739
SME,Medium,30383
Individual,High,435602
Corporation,Low,372533
Individual,High,344231
Individual,High,276514
Corporation,Low,454196
Instituition,Medium,57803
Instituition,Medium,260494
Instituition,Low,448255
SME,Low,315735
Corporation,High,345255
Individual,Medium,209203
SME,High,125223
Individual,High,557379
Individual,High,331981
SME,Medium,149063
Corporation,Low,69936
Corporation,Medium,485007
Instituition,Medium,234417
Individual,Medium,55042
Corporation,Medium,198344
SME,High,153260
SME,Medium,154265
SME,Low,288050
Instituition,Low,218751
SME,Medium,303018
Corporation,Low,106285
Instituition,High,264753
Corporation,High,487208
Instituition,Medium,302145
Instituition,Medium,316504
Individual,Low,97477
Instituition,Low,326633
Instituition,High,467283
Corporation,Medium,220055
Corporation,Low,126139
Individual,Low,308089
Instituition,High,507932
Individual,High,555776
Individual,Medium,198949
Individual,Medium,175727
SME,High,341633
SME,Low,55247
Instituition,High,335042
Instituition,Medium,451343
Instituition,Medium,362399
Corporation,Medium,162701
SME,High,521544
SME,High,350291
SME,High,268615
Individual,Medium,585970
Individual,Medium,287960
Individual,Medium,352271
Instituition,High,560511
SME,Medium,379944
Individual,Low,48254
SME,Medium,442171
SME,Low,151341
Instituition,Medium,255000
Individual,Medium,112611
Instituition,Low,393641
Corporation,Medium,576767
Instituition,High,481695
Corporation,High,68262
Individual,Low,560739
Corporation,High,370036
Corporation,High,171350
Instituition,Low,110590
Instituition,Medium,529168
Corporation,Low,108156
Individual,Medium,342868
Instituition,Medium,444309
SME,Medium,323564
Corporation,High,184348
SME,High,210828
Individual,High,452747
Instituition,Medium,542951
Instituition,Medium,189051
Instituition,Medium,521896
Corporation,Medium,562834
SME,Medium,78817
Corporation,Medium,523684
SME,Low,508847
Individual,Low,185346
Corporation,High,334123
Instituition,Low,87515
Instituition,Low,441517
Instituition,Low,270086
Corporation,Medium,577030
SME,Low,113618
SME,Low,572174
SME,Low,516095
SME,Medium,442544
Instituition,High,61279
SME,Low,489157
Corporation,Low,359415
Individual,Medium,310643
Individual,High,206820
Instituition,High,139943
Individual,Medium,458557
Individual,Medium,507159
Individual,High,505245
Individual,High,502103
Individual,High,73111
Instituition,Low,210067
Individual,Medium,151252
Instituition,Medium,343025
Individual,Medium,169518
Instituition,Low,441502
SME,Low,517524
SME,Medium,282802
Instituition,High,453578
Corporation,Low,30768
Instituition,Low,377065
Corporation,Low,221303
Individual,High,85273
SME,High,422647
Instituition,High,121056
Instituition,Low,147095
Corporation,Low,257545
Individual,Medium,516037
Individual,High,389687
Instituition,Low,333008
Individual,Medium,360977
Instituition,High,299369
SME,Low,310680
SME,High,114238
SME,Low,284017
SME,High,93814
Instituition,Low,572545
Instituition,Low,394479
Corporation,High,325380
Individual,High,254532
SME,High,491728
Individual,Low,419014
Individual,High,103062
Individual,High,459797
Instituition,Low,432622
Instituition,Medium,571389
SME,High,104459
SME,Low,486250
Instituition,Low,157984
SME,Low,322059
Individual,Low,593644
Individual,High,116463
Corporation,High,398884
Corporation,Low,463379
Individual,Medium,430537
Individual,High,413036
Individual,High,142326
Individual,Medium,557377
Individual,Low,444489
Corporation,High,422683
Individual,Medium,547416
Corporation,High,388666
Corporation,Low,227931
SME,Medium,118905
Instituition,High,539301
Corporation,Medium,552425
Corporation,High,494861
SME,High,44195
SME,Low,139259
SME,Medium,372962
SME,Low,52739
Instituition,Medium,565327
Individual,Low,555869
Individual,Low,548913
SME,Medium,80109
Individual,High,164853
Instituition,Low,137178
SME,Low,208305
SME,Low,199552
Individual,Low,168276
Corporation,Low,151830
Corporation,Low,172935
Individual,Medium,253403
Individual,Medium,425357
Individual,Medium,565210
Individual,Low,578875
Corporation,Low,447915
Individual,Medium,454250
Instituition,Medium,587238
Individual,High,230024
Corporation,Low,331399
Individual,High,120590
Corporation,Medium,338906
Individual,Medium,81393
SME,High,456021
SME,Low,85471
SME,High,449030
SME,Medium,365311
Instituition,High,62178
Corporation,High,166344
Individual,Low,538915
SME,Low,65613
SME,Low,120080
Instituition,High,471991
Individual,High,333850
Instituition,High,435985
SME,Medium,506727
SME,High,138342
SME,High,45743
Corporation,High,534776
Corporation,Low,110099
Corporation,Medium,474726
Instituition,Medium,501027
Corporation,Low,490195
SME,Medium,555852
SME,Low,186766
Individual,Low,194614
SME,Medium,483078
Instituition,Medium,202877
Corporation,Medium,250865
Instituition,High,360930
SME,Medium,402668
Corporation,High,216799
SME,Low,328121
Corporation,Low,43828
SME,Low,270485
SME,Low,572850
Individual,Medium,407416
Instituition,Low,32789
Individual,High,489108
Individual,High,296087
SME,Low,369703
SME,Low,25242
Instituition,Low,504699
SME,Medium,122582
Instituition,Low,488448
Instituition,High,518219
Corporation,Low,497315
Individual,Medium,233399
Individual,Low,320609
Corporation,Medium,306131
SME,High,316105
Corporation,High,273063
Corporation,High,586591
Instituition,Low,136056
Corporation,Medium,164500
Instituition,Medium,472498
Corporation,Medium,227245
Individual,Low,401967
Corporation,Low,136051
SME,High,357965
Individual,High,596624
Corporation,Medium,329607
Corporation,Medium,184517
Individual,Medium,278536
SME,Medium,574394
Instituition,Low,384434
Corporation,Low,556229
SME,Medium,569977
Instituition,Medium,472953
Instituition,Medium,218497
Instituition,Medium,512811
SME,Low,519423
Individual,High,560663
SME,Low,209029
Individual,High,522736
Instituition,Medium,475626
Instituition,Low,452605
SME,High,593162
Instituition,Low,271045
Individual,High,493640
Individual,Medium,475876
Corporation,Low,114622
SME,Medium,517049
SME,Low,72796
Individual,High,386874
Corporation,Medium,541519
SME,Medium,471225
Individual,Low,174493
Instituition,Medium,590054
Instituition,Low,501185
SME,Low,165053
Individual,Low,430155
SME,Medium,576765
Instituition,High,398494
SME,Low,563360
Corporation,High,209617
Individual,High,525740
Instituition,Low,230021
SME,Low,352917
Instituition,Low,133282
Corporation,High,113178
Corporation,High,212033
Individual,Medium,420606
Instituition,Medium,114850
Individual,Medium,444834
Individual,High,42816
Instituition,High,72601
Individual,Low,274182
SME,High,363731
Instituition,Low,157363
Instituition,Low,204730
Individual,Low,312724
SME,Medium,266011
Instituition,High,126346
Instituition,Medium,571813
Corporation,High,194633
Instituition,High,291953
SME,Low,467521
SME,High,584848
Corporation,High,136564
Individual,High,316614
Individual,Medium,221108
Individual,Low,141235
SME,Low,241785
Individual,High,86255
SME,Medium,443578
Corporation,High,586575
SME,Low,374354
Corporation,Medium,56609
Individual,Low,576924
Instituition,Low,389747
SME,High,308325
Instituition,Low,597700
Individual,High,335676
SME,Low,388416
Instituition,Medium,290487
SME,Low,413106
Instituition,Low,357732
Instituition,Medium,543373
Corporation,Low,296580
SME,High,486687
Individual,Low,550523
Individual,Medium,374800
SME,Medium,552000
Individual,High,144924
SME,Medium,426310
Individual,Medium,373468
Corporation,Low,321214
Instituition,Medium,156362
Individual,Medium,152102
Instituition,High,405840
SME,High,52934
SME,Medium,62249
SME,High,75013
Corporation,High,356008
Individual,High,532968
Corporation,Medium,486801
Instituition,High,239311
Individual,Medium,161139
SME,Low,97539
SME,Medium,132014
Individual,Medium,124525
Individual,High,98489
Individual,High,284725
SME,Low,224476
Individual,Low,49408
Instituition,High,246565
SME,Low,141368
Corporation,High,253779
Instituition,Medium,177798
SME,Medium,272256
SME,Medium,524230
SME,Medium,196400
Individual,Low,511533
Individual,High,351165
Instituition,Medium,328902
Instituition,Medium,270135
Instituition,Medium,157857
Individual,High,220335
Instituition,High,462404
SME,Medium,245361
Corporation,Medium,388916
Individual,Medium,210851
Corporation,Low,169751
Individual,Medium,264260
SME,Medium,219728
Instituition,Medium,586787
SME,Medium,450695
Corporation,Low,283815
Corporation,High,213246
Instituition,Low,77923
Individual,Low,477235
Individual,High,393575
Instituition,Medium,235784
Individual,High,224740
Corporation,Medium,140075
Corporation,High,365547
SME,Low,538045
Corporation,Low,77076
Individual,High,407866
Individual,Medium,74565
SME,Medium,414025
Instituition,Medium,312901
Corporation,High,456493
Individual,High,102397
Individual,Low,214913
SME,High,278752
SME,Low,420611
Instituition,High,250405
Corporation,Low,457797
Individual,Low,549319
Individual,High,343868
Individual,Medium,526183
Corporation,Low,209812
SME,Medium,161832
Corporation,High,589367
SME,Medium,417236
Instituition,Medium,332794
SME,Low,173241
Instituition,Low,315644
Corporation,High,236269
SME,High,106295
Individual,High,573223
Individual,Low,522058
Corporation,High,355388
SME,Medium,156069
Individual,High,328982
Individual,Low,169920
Corporation,Low,130961
SME,Medium,32117
Individual,Low,440860
Corporation,Medium,362600
Corporation,Medium,244137
Individual,Medium,164939
SME,High,532518
Instituition,Low,356636
Corporation,Medium,202848
SME,Low,360301
Corporation,Low,139917
Instituition,Medium,500627
Individual,Medium,333115
SME,Medium,50579
Individual,High,599728
SME,Low,226258
Individual,Medium,46695
Instituition,High,267907
SME,Medium,44352
Corporation,Medium,285384
Corporation,Low,32670
Corporation,High,333401
Corporation,High,266531
Corporation,High,400098
